created,text,retwc,hashtag,followers,friends,subjectivity,polarity
2021-09-20 16:47:17,"b'I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not cur\xe2\x80\xa6 https://t.co/6zuRzf75hG'",0,None,147,508,1.0,0.5
2021-09-20 16:47:08,b'RT @joonshotline: I been fully vaccinated for about 3 months now \xe2\x98\x9d\xf0\x9f\x8f\xbf#ArmyVaccinatedToo',2,ArmyVaccinatedToo,101,183,0.0,0.0
2021-09-20 16:47:07,"b'So happy I\xe2\x80\x99m got the vaccine, despite what people where telling me. Happy to protect myself and others. #ARMYvaccinatedtoo'",0,ARMYvaccinatedtoo,4,10,1.0,0.8
2021-09-20 16:47:05,"b'RT @brynptt: REMINDER:\n\nplease never upload your personal info. here that includes your name, address, birthday and the like.\n\nstan twt is\xe2\x80\xa6'",1,None,139,157,0.3,0.0
2021-09-20 16:47:04,b'Fully vaccinated since June\xf0\x9f\x92\x9c #ARMYvaccinatedtoo https://t.co/9xkoRl8yxv',0,ARMYvaccinatedtoo,1777,2107,0.0,0.0
2021-09-20 16:47:02,"b""I've already taken my first dose of Vaccine \xf0\x9f\x92\x83\xf0\x9f\x8f\xbband the second dose is in the next month! Bt I'll be more careful and\xe2\x80\xa6 https://t.co/UkDKvOWHZT""",0,None,235,228,0.36666666666666664,0.13
2021-09-20 16:47:00,"b'RT @BTSHome389: I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not currently v\xe2\x80\xa6'",179,None,79,313,0.7,0.25
2021-09-20 16:46:58,b'Fully vaccinated on Sept 8th \xf0\x9f\x92\x9c\n#ARMYvaccinatedtoo',0,ARMYvaccinatedtoo,372,135,0.0,0.0
2021-09-20 16:46:58,"b""I'll take the vaccination pledge, wear a mask\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I a\xe2\x80\xa6 https://t.co/CNO0V0IVdi""",28,None,1739,1309,1.0,0.5
2021-09-20 16:46:56,"b""RT @BlackSwan_875: ARMY, @BTS_twt always has #GotARMYRightBehindYou. But let's all get #ARMYvaccinatedtoo so they can have ARMY in front of\xe2\x80\xa6""",303,GotARMYRightBehindYou,89,157,0.0,0.0
2021-09-20 16:46:54,b'RT @134340ing: Got my second dose just last week!! \n#ARMYvaccinatedtoo',1,ARMYvaccinatedtoo,314,584,0.03333333333333333,0.0
2021-09-20 16:46:54,"b'#ARMYvaccinatedtoo as soon as i could i got my vaccine, for myself (as a person with a cardiac defect) -- and becau\xe2\x80\xa6 https://t.co/l5XehEEImW'",1,ARMYvaccinatedtoo,1557,1455,0.0,-0.05
2021-09-20 16:46:54,"b'I too can take the pledge. \n\nI, Adorable Representative MC for Youth, am fully vaccinated.\n\n#ARMYVaccinationPledge\xe2\x80\xa6 https://t.co/8JW6ItZja0'",0,ARMYVaccinationPledge,244,424,1.0,0.5
2021-09-20 16:46:53,b'RT @fabbyless: Completed two doses\n#ARMYVaccinatedToo https://t.co/XzgX471VPM',3,ARMYVaccinatedToo,1497,1087,0.0,0.0
2021-09-20 16:46:50,"b'RT @NoraAdamSg: I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not currently v\xe2\x80\xa6'",6,None,79,313,0.7,0.25
2021-09-20 16:46:49,b'.@BTS_twt are all fully vaccinated and so am I. It\xe2\x80\x99s just super important to get vaccinated and keep yourself healt\xe2\x80\xa6 https://t.co/3BZt6gVNrl',0,None,533,375,0.8333333333333333,0.3666666666666667
2021-09-20 16:46:44,"b""about you and your circle and what you do and don't want.\n\nIt's about the collective. The very least we can do is t\xe2\x80\xa6 https://t.co/utI1VcCmMM""",0,None,640,398,0.52,-0.39
2021-09-20 16:46:43,"b""I'm fully vaccinated and proud of it. It's important for my health and my loved ones, but also for my community.\xe2\x80\xa6 https://t.co/WpMff46BNy""",0,None,640,398,0.9333333333333332,0.6333333333333334
2021-09-20 16:46:40,b'got my second dose today and am proudly fully vaccinated \xf0\x9f\x92\x89\xf0\x9f\x92\x9c#ARMYvaccinatedtoo',0,ARMYvaccinatedtoo,57,60,0.5,0.4
2021-09-20 16:46:38,b'RT @shooky0t7: should we trend #ARMYvaccinatedtoo ?',196,ARMYvaccinatedtoo,44,428,0.0,0.0
