created,text,retwc,hashtag,followers,friends,subjectivity,polarity
2021-10-09 03:51:54,"b'RT @AndySwan: ICELAND COMPLETELY HALTS USE OF MODERNA VAX IN ALL DEMOGRAPHICS, CITING RISK TO HEART'",538,None,41,103,0.4,0.1
2021-10-08 13:23:11,"b'RT @euronewsnext: ""We\'ve communicated badly in this case...It was simply bad wording"" \xf0\x9f\x98\xb3\n\nDenmark has not actually banned the Moderna vaccin\xe2\x80\xa6'",4,None,1063,2124,0.4777777777777778,-0.46666666666666656
2021-10-08 13:23:10,b'RT @LexisNexis: A skeptical Federal Circuit panel questioned Thursday why #Moderna only now is challenging the validity of patents used in\xe2\x80\xa6',1,Moderna,290,372,0.8333333333333334,0.0
2021-10-08 13:23:09,b'@Revelation2041 There have been TWO cases of this. One who took the Pfizer and one who took the Moderna. No one has\xe2\x80\xa6 https://t.co/gejv3ee2qv',0,None,34,167,0.0,0.0
2021-10-08 13:23:08,"b'RT @TwitchyTeam: Finland, Sweden and Denmark suspend use of the Moderna COVID-19 vaccine in younger age groups over myocarditis concerns ht\xe2\x80\xa6'",1084,None,605,274,0.0,0.0
2021-10-08 13:22:50,b'RT @Stockwell_Day: Canadian media usually love to widely publish just about anything positive in Scandinavian countries.(And there is much\xe2\x80\xa6',85,None,17284,1372,0.5151515151515151,0.2090909090909091
2021-10-08 13:22:45,"b'@chunksofice @BaileyCPodcast @DHDuncanCA NIH has nearly 2,000 clinical trials for mRNA technology for all kinds of\xe2\x80\xa6 https://t.co/zoNhUC531D'",0,None,10,132,0.4,0.1
2021-10-08 13:22:39,b'Check out this #COVID19 Pfizer &amp; Moderna vaccine mobile walk-in clinic.  \xf0\x9f\x92\x89 \n\nOpen to all #DurhamRegion residents 12\xe2\x80\xa6 https://t.co/K7sBhrstMs',5,COVID19,14018,529,0.0,0.0
2021-10-08 13:22:30,"b""RT @Patrici15767099: Moderna Covid vaccine founders debut on Forbes' list of 400 richest Americans\nhttps://t.co/f4gmgbiJio""",30,None,87,404,0.0,0.0
2021-10-08 13:22:30,"b'RT @RWMaloneMD: As mentioned yesterday, Sweden has suspended the Moderna jab for 30 and under due to myocarditis risk.\n\nhttps://t.co/h8zM94\xe2\x80\xa6'",2240,None,155,287,0.375,-0.125
2021-10-08 13:22:29,b'RT @cobbo3: Moderna to build a vaccine manufacturing facility in Africa. It would eventually produce up to 500 million doses a year of Mode\xe2\x80\xa6',30,None,1699,1679,0.0,0.0
2021-10-08 13:22:13,b'Moderna to build a vaccine manufacturing facility in Africa although it may not address the continent\xe2\x80\x99s immediate n\xe2\x80\xa6 https://t.co/4GeuooHtCT',0,None,3374,5001,0.0,0.0
2021-10-08 13:22:12,"b'@Catholicizm Then better stop taking Tylenol, Benadryl, Advil, Aleve, &amp; many other meds.\n\nAlso stop advocating use\xe2\x80\xa6 https://t.co/uDUlNQHgN9'",0,None,114,312,0.4583333333333333,0.2916666666666667
2021-10-08 13:22:02,b'RT @CTVNews: Finland joins other Nordic nations in curbing Moderna shots https://t.co/GPyFiTRxYr https://t.co/tzXcqgu3JY',25,None,200,480,0.375,-0.125
2021-10-08 13:21:48,"b'@MattWolking @CapstoneReport Sweden, Denmark, and Finland all stopped people under age 30 from using Moderna vaccin\xe2\x80\xa6 https://t.co/fVmmuUSjGP'",0,None,219,2424,0.0,0.0
2021-10-08 13:21:43,b'RT @Cordelra_: Wow that\xe2\x80\x99s wild\xe2\x80\xa6.my coworker took the Moderna and this is what happened to her https://t.co/xpN8MRlRZX',20,None,2827,1781,1.0,0.1
2021-10-08 13:21:39,"b'RT @michael_house9: Will any reporter ask Trudeau, that if Pfizer and Moderna are both stating their vaccines efficacy wanes after 6 months\xe2\x80\xa6'",139,None,33,187,0.0,0.0
2021-10-08 13:21:20,b'RT @GioBrdLL: @RWMaloneMD AND Finland....\n\nhttps://t.co/x9521ei6PG',104,None,76,212,0.0,0.0
2021-10-08 13:21:19,b'RT @GioBrdLL: @RWMaloneMD meanwhile... in Sweden AND Denmark...\n\nhttps://t.co/Ud4WfXdO0O',106,None,76,212,0.0,0.0
2021-10-08 13:21:15,b'RT @lhfang: The Senate is maybe the greatest deliberative proving ground for future drug lobbyists. Sen. Mark Prior now lobbies for Eli Lil\xe2\x80\xa6',67,None,138,51,0.375,0.3333333333333333
2021-10-08 13:21:12,b'Conspiracy by #Moderna https://t.co/y1568RTnO1',1,Moderna,2470,2853,0.0,0.0
2021-10-08 13:21:06,b'RT @Dov_EL: Prof Agamben SPETTACOLARE  1/4 #Moderna #Pfizer #Vaccino #Greenpass https://t.co/r8SDdYATIm',364,Moderna,411,373,0.0,0.0
2021-10-08 13:21:01,"b'RT @jengleruk: @ClareCraigPath Pfizer doesn\xe2\x80\x99t look that different to Moderna according to CDC data, and actually worse in 16-17 year old ma\xe2\x80\xa6'",141,None,438,735,0.4666666666666666,-0.10000000000000002
2021-10-08 13:20:59,b'@HercNav130 @JamesSurowiecki @pegj_ Straight from the mouth\xe2\x80\x99s horse:\n\xe2\x80\x9cpeople are considered fully vaccinated for CO\xe2\x80\xa6 https://t.co/ouf8M6b8Jh',0,None,2759,1042,0.4,0.2
2021-10-08 13:20:55,b'@sleeppxtterns Oh nice you should be ok!! I got moderna and genuinely thought i was having a heart attack for 3 days',0,None,233,369,0.6666666666666666,0.59375
2021-10-08 13:20:53,b'2 Founders and 1 Top Investor of Moderna Make It to Forbes Wealthiest List\n\nhttps://t.co/LxAeaD2nzF',0,None,591,587,0.5,0.5
2021-10-08 13:20:48,"b""RT @GolferGirl305: What's funny is, Moderna has never released any other drugs before the vaccine \xf0\x9f\x92\x80""",25,None,1161,867,0.6875,0.0625
2021-10-08 13:20:45,"b'RT @RWMaloneMD: As mentioned yesterday, Sweden has suspended the Moderna jab for 30 and under due to myocarditis risk.\n\nhttps://t.co/h8zM94\xe2\x80\xa6'",2240,None,552,1375,0.375,-0.125
